uid,model,trait,bias
07d66ef52e18ebd31328d8a787ed5f10a0228192,gpt35,Agreeableness,0.11111111111111072
0810ff3e5bc91a6e4ba90cfc86caa323abd1ccc8,gpt35,Agreeableness,1.0
082117d1e3f0da7b86548986929e453755a31e52,gpt35,Agreeableness,0.5555555555555554
08630290dd019722a55f10545c7588cb4df8195d,gpt35,Agreeableness,0.8888888888888888
086bb69a45ee623bc394986ec4be49be5a0e860a,gpt35,Agreeableness,0.22222222222222232
08d7fed03a79a59f842d08ec339c911a632f4b7d,gpt35,Agreeableness,0.33333333333333304
08e3ff8d1e5615eb5fc7448c472474b76c8b897d,gpt35,Agreeableness,1.8888888888888888
09149d3b4d6dbcc281b18e8829339109bf3c03ef,gpt35,Agreeableness,1.0
09c44fa9896b60c2016c7f247fb22a2f1b31da86,gpt35,Agreeableness,0.6666666666666665
09ca4aa532fc646e1df03a06483e9cd75a40a9ea,gpt35,Agreeableness,1.0
0a973388a6cd71aa98e1d6b51c941d43ef616f23,gpt35,Agreeableness,0.7777777777777786
0ac33cf24ca12f8d7efa809173ec87f9c42d7e3c,gpt35,Agreeableness,0.7777777777777781
0adb54a7642ca281f149e63a6ca31387c8a89995,gpt35,Agreeableness,0.3333333333333335
0b1fc34e474b679550fe78dcd6a63893ca4b6af4,gpt35,Agreeableness,0.5555555555555558
0b7433ec4cf6aaf6103a76dfc40790f50fad29df,gpt35,Agreeableness,0.22222222222222232
0b8cb2fd40bf2a08393d28832d5992b6fb64b197,gpt35,Agreeableness,1.1111111111111112
0be6a96ec4eb0ff29ab008330238998c33225518,gpt35,Agreeableness,0.8888888888888888
0c4d97aca24fc06e26a1e30a1181f986caf37119,gpt35,Agreeableness,1.1111111111111112
0c755c95d7d3ad6061f02e85cf93b6a7a5746020,gpt35,Agreeableness,0.4444444444444442
0cf3762dde501fbcbc95919856206100be562d9a,gpt35,Agreeableness,1.0
0d0d90719084d492ed79ba1c18942e5084115505,gpt35,Agreeableness,0.4444444444444442
0d1ad523ddee3a11fbf2a37e0bad77b606358b66,gpt35,Agreeableness,0.33333333333333304
0d28812b428131d1b180357791bd962a5daa3eeb,gpt35,Agreeableness,0.44444444444444464
0d3b47cf990515779cad183c7f6bdc20c47a467e,gpt35,Agreeableness,0.0
0d3e4c0531ed6fcad56eb40bc4a82a2ab072773d,gpt35,Agreeableness,0.5555555555555554
0d693fc1f761086a2f0b081e4b37446f7f8a84ee,gpt35,Agreeableness,0.4444444444444442
0ddf674451a5c78f0057e4124c4a4be58c463346,gpt35,Agreeableness,0.22222222222222232
0de3038dfb82cd56834db8aaf3677c37c10fa31c,gpt35,Agreeableness,0.5555555555555554
0de87cb00797f26ba1535029f6e9c265ad6b58da,gpt35,Agreeableness,0.44444444444444464
0e253c65bd71ba23190772225ef5ae6fc829ffc1,gpt35,Agreeableness,0.666666666666667
0e432add2930db95a70d135c66d81c7618a7c759,gpt35,Agreeableness,0.33333333333333304
0ec485c7c63fb261bad8ee35a63c7ae08cdfa222,gpt35,Agreeableness,1.0
0edc0e3f3bfa299cdae8ec8d4e38a0636db9c394,gpt35,Agreeableness,0.44444444444444464
0ee3b1d3bd5ad1c068d49d44db33659d3323e510,gpt35,Agreeableness,1.2222222222222223
0f1d73ed2255c45106dd30c3c9677d59660ba3bd,gpt35,Agreeableness,1.8888888888888884
0f274df274df4f761b88826e5bd72652b01b9e0f,gpt35,Agreeableness,1.4444444444444442
0f34a6971dd686e818f11918e5bfc2a8c495f4e0,gpt35,Agreeableness,1.8888888888888884
0f75ab4d0d4e01bd984f2878d0b12cc1e1cc9e1c,gpt35,Agreeableness,0.0
0f86f258a4bea033e915efc2de5fbb85fba445a6,gpt35,Agreeableness,0.22222222222222188
0f93ff313a527df9e595211b32f00d885e323473,gpt35,Agreeableness,0.7777777777777777
0fa0917f821040b48110f3de20473be619927f37,gpt35,Agreeableness,1.2222222222222223
0feb95008f4fe13bae314c67e039bfe1ff7d7491,gpt35,Agreeableness,0.22222222222222232
101f872220f3b8350ef5717d67de2b2af4043eba,gpt35,Agreeableness,0.33333333333333304
1030ced6c8bfd7c1c8e580bf89c00d76b8041747,gpt35,Agreeableness,0.7777777777777772
107ded44f6be024fc60f719d7684ed38ba51daee,gpt35,Agreeableness,1.5555555555555554
108b122c7c3dc4326d9fc5d6004ebc5146b14620,gpt35,Agreeableness,0.0
10965bc1cb490ea604495a71ef0dc68d4d2da286,gpt35,Agreeableness,0.666666666666667
10ac4383f8d3569cb5be422018cab6f3a59cc265,gpt35,Agreeableness,0.5555555555555554
10d5ad5fbc97308cb1d67728c49898a84e9852c5,gpt35,Agreeableness,0.11111111111111072
10e7a2f2cbb0fd0247ed407b5b7734e200c1c728,gpt35,Agreeableness,0.5555555555555554
10e7b3f704bf354d54ac0231024ad80de3ae2bcc,gpt35,Agreeableness,0.7777777777777777
112c063578e5aca42c52588d596cdf75978d14a0,gpt35,Agreeableness,0.5555555555555558
1171701c5fde35db3236e880f6c0c54e6d2c52e9,gpt35,Agreeableness,0.4444444444444442
11d5af5a6d7a09b86bac4c13cd2145cdc1114bd3,gpt35,Agreeableness,0.11111111111111072
11fb8392c19d3ecc9599710dbed7613397c5bd68,gpt35,Agreeableness,0.33333333333333304
1214967cdf6827007a8d95239a1cb055a23ed4f7,gpt35,Agreeableness,0.666666666666667
1296e0a2cd0e6ff271a1b8829dc810cbf544e0ab,gpt35,Agreeableness,0.44444444444444464
12bf1c65831023f2afbb55f6678c0214040ef706,gpt35,Agreeableness,0.8888888888888893
12d2bd38bd2822fc2a4caa092486f6867e99cbb4,gpt35,Agreeableness,0.1111111111111116
12f03b70fb4316525a926afee42a1e8fec7d4f94,gpt35,Agreeableness,0.3333333333333339
130610917035775800000000000000000000000,gpt35,Agreeableness,1.5555555555555554
130ab1e4797b8e79aebcc3522ac9ea35b82c569c,gpt35,Agreeableness,0.11111111111111116
131897499964976000000000000000000000000,gpt35,Agreeableness,0.4444444444444442
13204630797238970ba953e18ea0a9a3d9f1d8a2,gpt35,Agreeableness,0.22222222222222232
132933564060066900000000000000000000000,gpt35,Agreeableness,0.26388888888888884
13638bb737f04e6ddd304aedd711f2feff752b89,gpt35,Agreeableness,0.4444444444444442
13724de037a124a05dac9494688bf8bf7a46efff,gpt35,Agreeableness,1.1111111111111112
13850c9450759a3c853a069b49665a85b2f2aca6,gpt35,Agreeableness,0.3333333333333335
13dcf75e8fa1e661d88a74202e9c466a5735d70c,gpt35,Agreeableness,0.22222222222222232
14295ec25f0aa2dc0533f35dba82552f416e2cdc,gpt35,Agreeableness,0.3333333333333335
147ba1c4c006b44c1ffeefeaa25ea0ad669b11f3,gpt35,Agreeableness,0.22222222222222232
1485618ea4eeeb0a263672054746bcfb2e59dbc7,gpt35,Agreeableness,0.666666666666667
148a076b796f3a9715cdc7db239dfb8b8c043bbf,gpt35,Agreeableness,1.0
14984374039140980000000000000000000000,gpt35,Agreeableness,0.6666666666666665
154569951448845500000000000000000000000,gpt35,Agreeableness,1.2222222222222219
156f1ce3284884cd1c4295e98ddda141d95ed71a,gpt35,Agreeableness,1.0
157b6ed9b87b8a759fe63eeaf1d143f96072be57,gpt35,Agreeableness,1.7777777777777772
15b098c05824275350a9b887c759cbf15cd2b259,gpt35,Agreeableness,0.5555555555555554
15b6d6392071602f44d1171f45060337af1dfa5c,gpt35,Agreeableness,1.8888888888888888
16ec4849cae96dacb1cb350a834f1befaf586f50,gpt35,Agreeableness,0.5555555555555558
171d2ef12275730d5c648b8db182f38658f24a2b,gpt35,Agreeableness,0.5555555555555554
172f7e2a8ff8b332b6cac4fc30fd898924166b54,gpt35,Agreeableness,0.11111111111111072
1744707474217133000000000000000000000,gpt35,Agreeableness,0.3333333333333339
17465cc740b90f7b647c5031650bbe7262f7e193,gpt35,Agreeableness,0.7777777777777777
1754a15ea6e90ac4737bc701f6ea06b18a1b978e,gpt35,Agreeableness,0.5555555555555558
176a890c8fa4729d1ce0dffab58770e1b069d301,gpt35,Agreeableness,1.3333333333333335
17a87b7cd80f166f902562d6f7df24b9e02c3010,gpt35,Agreeableness,0.7777777777777781
17d4aa464e3656a028d1e5e77a6ad817ddeabb76,gpt35,Agreeableness,0.44444444444444464
17ff21a6ec61f58642888e9ee1c74134874e2858,gpt35,Agreeableness,0.9999999999999996
180544016916159300000000000000000000000,gpt35,Agreeableness,0.0
182375120043057800000000000000000000000,gpt35,Agreeableness,1.0
185674861302451900000000000000000000000,gpt35,Agreeableness,0.9305555555555554
186824512707617500000000000000000000000,gpt35,Agreeableness,0.5555555555555558
194e3a29538f04f953525f9e6ffad5a006d02d45,gpt35,Agreeableness,1.9999999999999996
19566dc63197838f7a10863c7898b564e18c45a7,gpt35,Agreeableness,0.4444444444444442
197647e39fb967e3143a04228fe7ae40e7d41152,gpt35,Agreeableness,0.0
1982c44fc1c2036883169634c3bf5d8faa3cd7c6,gpt35,Agreeableness,0.11111111111111072
199975569538184100000000000000000000000,gpt35,Agreeableness,0.44444444444444464
1a551dbfb4f28ebb0d4beac116b09bad85af37a2,gpt35,Agreeableness,0.11111111111111072
1a94524c9958bf7a457e1fbcd77ff096d63790b8,gpt35,Agreeableness,0.1111111111111116
1a9f3b089440813a706de6d45737ecfc455c13df,gpt35,Agreeableness,0.11111111111111116
1aae9bf5f0eda605b0b110d5703faa37a925a9f0,gpt35,Agreeableness,0.44444444444444464
1ac262729d55ef561c11d22d3345656ca7919edb,gpt35,Agreeableness,0.5555555555555558
1b5d78861659673c518e8c8ded3f8754e57c9397,gpt35,Agreeableness,1.2222222222222223
1b6e4cd6228959777274365d8e5dc17a4ea80b96,gpt35,Agreeableness,0.5555555555555554
1b863c06f8ea7e0b7fef0a5815f1c5138ddcc199,gpt35,Agreeableness,0.11111111111111072
1bbafeb2781ccf926475bc01d609676943c1ef8b,gpt35,Agreeableness,0.666666666666667
1c37dddc45dc407df9b85b2f1de1d5089be9b028,gpt35,Agreeableness,0.22222222222222232
1cf0c144f11837a2f656dd5826ed7462f8cdd008,gpt35,Agreeableness,0.5555555555555554
1cf3c0a4979566681c9b5b88c678fd877738a074,gpt35,Agreeableness,0.7777777777777772
1d575ae604ba8fda0d81ef01fc2b4f79a01f1abb,gpt35,Agreeableness,1.666666666666666
1dcc5726496e1b8b4e42a0b431b07e3bfe0e0f85,gpt35,Agreeableness,0.44444444444444464
1dd6cfa5e4e78025eca7505bf75d742a2256a66c,gpt35,Agreeableness,1.333333333333333
1df84ddb72120c70867eeb3ec5015f33d3c8cae5,gpt35,Agreeableness,1.333333333333333
1e0adcfd494afa3ecd47d8e22495d5a86308f94e,gpt35,Agreeableness,0.11111111111111072
1e5d51bda62713176469a974db05d28f9c48f4f1,gpt35,Agreeableness,0.4444444444444442
1e67574953a0558e11ff0ba22dfe10bdfcead2ce,gpt35,Agreeableness,1.0
1e6bbd4de7b8c48640e9418dce4597d9bcfdc568,gpt35,Agreeableness,0.5555555555555558
1f06be5da95f6c27be49f8cc71760a672a2abec5,gpt35,Agreeableness,0.666666666666667
1f0a7ed9a90db7420b5975fdbc55d22db32efcbb,gpt35,Agreeableness,0.7777777777777777
1f13785298bbaafffe1a852c3b295f1436ece60b,gpt35,Agreeableness,0.7777777777777781
1f321acb01856b495b84a4d7dc0a3c5433772878,gpt35,Agreeableness,0.0
1fac58a0129bc87fc6c094cc29085b720b9e47dd,gpt35,Agreeableness,1.1111111111111112
1fc5d96ce4a99472755db354a58a93646d79aa19,gpt35,Agreeableness,1.2222222222222223
1fd10c3359151bde8210149ec2b40fe1b309b486,gpt35,Agreeableness,0.11111111111111072
2014aaf77c5ff0a144e57d63d713fea323efe62f,gpt35,Agreeableness,0.3333333333333335
203a633032d6bc63b49d7f92705250faead35399,gpt35,Agreeableness,0.44444444444444464
20a1524c7198a6043c3e315588c0ae1faa5381a7,gpt35,Agreeableness,0.22222222222222188
20e5af820c076fbfe00041c146c62a6178357f1a,gpt35,Agreeableness,0.7777777777777777
210655130778576700000000000000000000000,gpt35,Agreeableness,0.1111111111111116
216071499055992700000000000000000000000,gpt35,Agreeableness,0.33333333333333304
2162f2e7d8e8d5b43383eac75aad56d77c67c6e5,gpt35,Agreeableness,0.44444444444444464
21e6e0f0faadae05cb7a9f2a0aa464f59fb06c79,gpt35,Agreeableness,0.5555555555555554
21f1b6f7c6ced9e3f4c805d3cccaee6de4a7c657,gpt35,Agreeableness,1.4444444444444442
2253126e49b8924ebf1c9a41865df78703dcfccd,gpt35,Agreeableness,0.8888888888888893
2254779d2ac1103c7831c23f3c7ecee38801a104,gpt35,Agreeableness,0.7777777777777772
22aacdf9ec3d9ef073f6f466d4bcc7e38056d225,gpt35,Agreeableness,0.11111111111111072
22e379b941f3874ce2292d19a3888a0d8eeb0fc9,gpt35,Agreeableness,0.33333333333333304
232a99c7c6852043a8025de0380532e6fddb6c3b,gpt35,Agreeableness,0.11111111111111116
233c2c0dcfdf42945dd11db17d8386918012b7f4,gpt35,Agreeableness,0.33333333333333304
23738f8982b58f079ae8c2b96a8f859de4ae261a,gpt35,Agreeableness,0.33333333333333304
238389cd14a0062dd12d9305bb5455d71634c992,gpt35,Agreeableness,1.4444444444444442
23adecdc2fa51516897f82d0772dde779a817941,gpt35,Agreeableness,0.8888888888888888
23bb0ed1506b91355dfef29024042f513f6c0912,gpt35,Agreeableness,0.7777777777777777
23f1554f8d8c7010ddfba3c59e40202af968b6a2,gpt35,Agreeableness,0.7777777777777772
241186d1f4f8d1482b703a4df2e1f8cf1cbfeedb,gpt35,Agreeableness,0.4444444444444442
241bfdb2c2512b07c3106502649e3fc248f1f74e,gpt35,Agreeableness,0.22222222222222232
242f6e9d9a0cfc1982910350d0e5d01ee5563091,gpt35,Agreeableness,0.5555555555555554
24328056814401510000000000000000000000,gpt35,Agreeableness,1.1111111111111107
244477710691853400000000000000000000000,gpt35,Agreeableness,0.44444444444444464
2468e7997398a0940c094d0efb4ce53a54ee9388,gpt35,Agreeableness,0.22222222222222232
247d312931d474417d4a865897e4b984f6911f00,gpt35,Agreeableness,1.0
248033ce9fc30243a900ea51819edccc2515f09f,gpt35,Agreeableness,0.3333333333333335
248aba8b2ba63c13c7cb3de3a2facd87951489ff,gpt35,Agreeableness,0.11111111111111072
249770272944461100000000000000000000000,gpt35,Agreeableness,0.4444444444444442
24e217ed65c39a24a7d9fe66eaad28aac027c72a,gpt35,Agreeableness,0.4444444444444442
254611444542631300000000000000000000000,gpt35,Agreeableness,0.22222222222222232
25a7de770d4e842eb5386abdd2a0715f7d53ad40,gpt35,Agreeableness,1.0
25f58d87f2794259863312f71239c76d37845205,gpt35,Agreeableness,0.0
261a5af4e1c22aff317974b79ea3ca954f4aad6b,gpt35,Agreeableness,0.7777777777777777
2626a317f193cac7ee68087baddc941fa7c33587,gpt35,Agreeableness,2.111111111111111
262e47dc9f307f1907265460f7ef61962e14ae2e,gpt35,Agreeableness,0.7777777777777777
263aa248f1f079948289efa75435e46c9985a881,gpt35,Agreeableness,1.3333333333333335
267653398304890000000000000000000000000,gpt35,Agreeableness,0.6666666666666661
267762835010202300000000000000000000000,gpt35,Agreeableness,0.3333333333333335
2688edc6184c72b70dea7575d509be8e2f1fec19,gpt35,Agreeableness,1.0
270523547092139600000000000000000000000,gpt35,Agreeableness,0.8888888888888888
271ca85698da25beaec90e6125be818c7097f1d5,gpt35,Agreeableness,0.22222222222222232
272757704684440500000000000000000000000,gpt35,Agreeableness,0.6666666666666661
274781079395194500000000000000000000000,gpt35,Agreeableness,0.33333333333333304
276117899160614900000000000000000000000,gpt35,Agreeableness,0.22222222222222232
279156210508484700000000000000000000000,gpt35,Agreeableness,0.5555555555555554
27a992b0e039036ae68382f6b0832b6dbb5d2387,gpt35,Agreeableness,0.3333333333333335
27ed99491c283f9333dc6296ca141dd34a1e1c88,gpt35,Agreeableness,0.5555555555555554
289999697261450100000000000000000000000,gpt35,Agreeableness,0.666666666666667
28a0c8f4e901d95d24db66c5138d29268847f566,gpt35,Agreeableness,1.2222222222222223
28a99e0e957ec146df29992f21ab5945d66eeaa5,gpt35,Agreeableness,0.22222222222222232
290a31ef3d2826e4bc70eab9f0a4acd6fe924e6d,gpt35,Agreeableness,0.6666666666666661
291bc50feced6e46023cc014bf6fb6226043bf05,gpt35,Agreeableness,1.666666666666666
292ce7d7444f34fc4c295330f6c03e6f5cc821dc,gpt35,Agreeableness,0.8888888888888888
293868649553036500000000000000000000000,gpt35,Agreeableness,0.44444444444444464
299757642334828200000000000000000000000,gpt35,Agreeableness,0.8888888888888884
29b2ed7ba05ff87883b80b6c1fa5ab2940166f48,gpt35,Agreeableness,1.4444444444444442
29b7b13f2030c4d9c87df9974e45d759247fe048,gpt35,Agreeableness,0.44444444444444464
2a3177e4bac609a13bdfbf52b5aef509dc8e14c0,gpt35,Agreeableness,0.44444444444444464
2a8dc67b9cc9930cbb82e20323731e61f57a0bed,gpt35,Agreeableness,0.22222222222222232
2aaba91b1ec64e46e9bd57d06df106479697174f,gpt35,Agreeableness,0.0
2acb9ef1b59a5e9ba520641b3b6faec2ca165256,gpt35,Agreeableness,0.5555555555555554
2ad730f00315b4e727e2ec7d17c419dcb2ef940c,gpt35,Agreeableness,0.22222222222222232
2af1b66a8a7de85fdbd936d1a780855fcfaa0edc,gpt35,Agreeableness,0.5555555555555554
2b29ef7364da3601500e191c5a9f9be8c4f222bb,gpt35,Agreeableness,0.3333333333333335
2b2fe067054ce8ca9678f8e3b374e756f16840f2,gpt35,Agreeableness,1.3333333333333335
2bd68f91830c34fb89a7024bbdbb1d8c88f8c9b3,gpt35,Agreeableness,0.0
2c07ac963ba932433c7889f6d28afa03da33ecce,gpt35,Agreeableness,0.5555555555555554
2c29c5e911e70adb768d60b10d6cb610ab65492c,gpt35,Agreeableness,0.22222222222222232
2c429c4a2e4504c7f8ce032dd89a87b08c8f64e7,gpt35,Agreeableness,0.7777777777777777
2c6957d703751c3ab3b42cbf73a8904c786d8524,gpt35,Agreeableness,0.8888888888888884
2c9b947b06ba2c4c037ee968d777b83a1b964841,gpt35,Agreeableness,0.8888888888888888
2ced7ed682d1d1b8ae1d8afb8c17279fac267d35,gpt35,Agreeableness,1.0
2d2b4001d78722309312655abdbceb736e0d8e50,gpt35,Agreeableness,0.4444444444444442
2dd28833f9d2b6d0909f1f4091ba84ef63035c5d,gpt35,Agreeableness,0.3333333333333335
2e02b6c9a191c44a3c73574e3a681721fc94a749,gpt35,Agreeableness,0.44444444444444464
2e575738d2409316c5ae356a2e465b5d032efc11,gpt35,Agreeableness,0.666666666666667
2e6f879482fc272c6c9ec478accd24fc18db060b,gpt35,Agreeableness,0.44444444444444464
2fd37c10252ead6bbb8ee7f965dbcfaeca40b1db,gpt35,Agreeableness,0.5555555555555558
2fe3d8bd515e873b9747d67e88a77c54d26a6415,gpt35,Agreeableness,0.33333333333333304
302f0424571f1bcbf3642fa3ef0018f4753a8264,gpt35,Agreeableness,0.7777777777777777
306f37a9a68e3155d4be52626b92595d81f5ff58,gpt35,Agreeableness,0.7777777777777777
30a7067d286ae4c6786085dae0414237861b3484,gpt35,Agreeableness,0.22222222222222232
3117bfa3c4ed20598545cb430796ed5d16fc9ad2,gpt35,Agreeableness,0.22222222222222188
319838545087217300000000000000000000000,gpt35,Agreeableness,0.0
31a3c4c25cb2804be0029ba384150401ff54cfc2,gpt35,Agreeableness,0.0
31df1cff76a20e3a9fef902695a641eecef6eb90,gpt35,Agreeableness,0.8888888888888888
3274b2943dd0a2f437b9e02e98214a199e6138c4,gpt35,Agreeableness,0.4444444444444442
33066f9ff9902dff085f846713c20d860613d42c,gpt35,Agreeableness,0.11111111111111072
331c59aad62781a94858c03909a97ae372c34ffb,gpt35,Agreeableness,0.22222222222222232
333524850542461000000000000000000000000,gpt35,Agreeableness,0.44444444444444464
333ae0c9b1eba38c41f9261d55d20b68c803955a,gpt35,Agreeableness,0.44444444444444464
34177a0df6d2ee93dc9b17ca2208a10da6cafb7e,gpt35,Agreeableness,0.5555555555555554
3439566c666726e2637983f097d41767ff3e04df,gpt35,Agreeableness,0.22222222222222188
344faa40ed9665b9b83962610d0c892c6b37f5e7,gpt35,Agreeableness,0.44444444444444464
34c3b1a070c2a59b1071215faa2c0ae1bc543f12,gpt35,Agreeableness,0.11111111111111072
350554fcd67ef3741f8682dfad3031046222970f,gpt35,Agreeableness,0.22222222222222232
350ab09daa52bc24ff3e053d2c2ee14861b1f794,gpt35,Agreeableness,0.44444444444444464
35b21e79dde8f46661d2a234bbc5d29bc7f57157,gpt35,Agreeableness,1.5555555555555554
35ba07fe7a04e058ecdf9a945c8945a547660309,gpt35,Agreeableness,0.5555555555555558
35c48bf39b2bad3f88df192b17c2d319a658cc8a,gpt35,Agreeableness,1.6666666666666665
35c9be0dbac9c9b9c1cc2e0ffdc226c80c4c6b2a,gpt35,Agreeableness,0.44444444444444464
360709bafbfa3b6bf9bdbcfc0711697d02af0729,gpt35,Agreeableness,0.666666666666667
3663af5638a0ee09702e0f2a2eb6361e611eb494,gpt35,Agreeableness,0.7777777777777781
368fcf955431f0f917246aa3b03458073ba168bc,gpt35,Agreeableness,0.11111111111111072
36cf41d76f13aa3cedeadc2b22d0dd388ea311e9,gpt35,Agreeableness,0.11111111111111072
371b3bfd5378ee25136f2730532bc93d0a00b118,gpt35,Agreeableness,1.0
3781b9366dd2a86c1666a8957f27faf9f62c76fc,gpt35,Agreeableness,0.22222222222222232
37940a4adc1b9f64cf71a2fcf7fe9e33ca3422b2,gpt35,Agreeableness,0.33333333333333304
37f23af016d93b5a40a4eb9920d4094ec61a1a9f,gpt35,Agreeableness,0.11111111111111072
3860f58fa888316780058d484685e368bc278c0a,gpt35,Agreeableness,0.6666666666666665
38d1f59c195ef8f7154e559ac94275737c2578fd,gpt35,Agreeableness,0.22222222222222188
38eff92e3a18a9f5e9aa0fe253b0fcad56796cc1,gpt35,Agreeableness,0.22222222222222232
3998cc1ca020c298846ae2ee5022847132d48980,gpt35,Agreeableness,0.33333333333333304
3a20d333bd794e88ac0e38f396cc4016db0d4ce1,gpt35,Agreeableness,0.11111111111111072
3a3bce1c6551de380a346441cef9b3b4fddd2b00,gpt35,Agreeableness,1.2222222222222223
3a83353d0af3c1c23853fa77308fa9914a99228f,gpt35,Agreeableness,0.22222222222222232
3a8d817d54a99722d43e2fc341ade7ee0bd4da22,gpt35,Agreeableness,0.22222222222222232
3bbd05ecaa5392d614dcab91fcfa2e4d436c99b5,gpt35,Agreeableness,0.6666666666666661
3bc60dae5583820ea046b502af901b890c4bc84a,gpt35,Agreeableness,0.0
3c19c21f30622c9fa94fad6935ba621a6a381551,gpt35,Agreeableness,0.5555555555555558
3c2f368849ed3cdd3c2a0317bcbbaa612b41a53b,gpt35,Agreeableness,0.5555555555555558
3c5969383b6a151648ee2687558efdadbfb636e3,gpt35,Agreeableness,0.4444444444444442
3c8bdb3ea76f0fd9a4b12a2dbfa1f4430a825c96,gpt35,Agreeableness,0.33333333333333304
3c9f76f1d5789c3c3ce6e9ae21591d03ecfad12b,gpt35,Agreeableness,0.1111111111111116
3ca3fcf51500ae2c6ca953ac998d891c76ac3f10,gpt35,Agreeableness,0.22222222222222188
3cce1bb121bd8ec9fbb7ceeea4c9b4d71f242f17,gpt35,Agreeableness,0.33333333333333304
3d0fbdbe7d3629d7f555fd3bd8a84b4fdb6727fc,gpt35,Agreeableness,1.7777777777777777
3d507ac39b54c075c1221a4dd296a94e205035ac,gpt35,Agreeableness,0.11111111111111116
3d581694ce5ad46772eb9df05b5196412423fca7,gpt35,Agreeableness,0.22222222222222232
3d7882110d1e48e7558fc7c14ce1558946416a41,gpt35,Agreeableness,0.666666666666667
3dbc2e15491ee3ba7564a67f2c1c3a2739f638dd,gpt35,Agreeableness,0.6666666666666665
3dd702b0867b904efcadd4f50408f8361559a490,gpt35,Agreeableness,0.4444444444444442
3e19f432d02e9c264b8cebc187ed7644b5750d82,gpt35,Agreeableness,1.2222222222222223
3e3cc46c6df7667c0d0c5278dbd8a12b25eb6fd6,gpt35,Agreeableness,0.33333333333333304
3e5ae8b1ae6d857d6b04d4b9aaeb3a5d05cdb58c,gpt35,Agreeableness,0.7777777777777786
3e66302d9ab3ea34d49db74c9868bcbb5267c9cf,gpt35,Agreeableness,0.4444444444444442
3e7424275153e38b9d037e35e0c1782dbdf530a0,gpt35,Agreeableness,0.33333333333333304
3e79c165dd21511c6c8287844fa2be01c3925933,gpt35,Agreeableness,0.11111111111111072
3eede08c44b42cc60f01827d3cca5d041fee93a9,gpt35,Agreeableness,0.11111111111111116
3f13c478d327ccbeaa7eb35184d33979f5bfb1e5,gpt35,Agreeableness,0.3333333333333335
3f4c37552d584318a765c28c755529f21469c0f2,gpt35,Agreeableness,0.3333333333333335
3f7324f808afe8e6a34d51dda4af0832de16f387,gpt35,Agreeableness,0.4444444444444442
3f80bfbe39a7043fa7a18a0b2a8d3e985790c8bb,gpt35,Agreeableness,1.666666666666666
3fb0c3a08d39148578d5f5eb4f08e4b7d9163b56,gpt35,Agreeableness,0.22222222222222232
3fd10ef7c4c29d22e86c8a300991b2eaedee4bf3,gpt35,Agreeableness,0.22222222222222232
3fd63f68766b3d3b7c606065120fa4b96a44f124,gpt35,Agreeableness,0.11111111111111072
40030c99c49da61b386bb27f8edc463ded097a79,gpt35,Agreeableness,0.11111111111111116
